0c07fa00,0.0380001068115,
0c07f9c0,0.0410001277924,
0c07f980,0.0429999828339,
0c07f940,0.0480000972748,
0c07f900,0.0409998893738,
0c07f8c0,0.039999961853,
0c07f880,0.0420000553131,
0c07f840,0.0460000038147,
0c07f800,0.0969998836517,

0c003f80,0.0420000553131,
0c003f40,0.0460000038147,
0c003f00,0.0529999732971,
0c003ec0,0.0429999828339,
0c003e80,0.0460000038147,
0c003e40,0.0980000495911,
0c07fc80,0.0460000038147,
0c07fc40,0.0450000762939,
0c07fc00,0.0460000038147,
0c07fbc0,0.0420000553131,
0c07fb80,0.0440001487732,
0c07fb40,0.0460000038147,
0c07fb00,0.0450000762939,
0c07fac0,0.0499999523163,
0c07fa80,0.0460000038147,
0c07fa40,0.112999916077,
0c07ff00,0.0420000553131,
0c07fec0,0.055999994278,
0c07fe80,0.0420000553131,
0c07fe40,0.0400002002716,
0c07fe00,0.0450000762939,
0c07fdc0,0.0460000038147,
0c07fd80,0.0420000553131,
0c07fd40,0.0420000553131,
0c07fd00,0.039999961853,
0c07fcc0,0.095999956131,
